sampleId,sampleId_orig,locality,lat,long,continent,country,city,province,min_day,max_day,min_month,max_month,year,jday,exactDate,sr_season,bio_rep,tech_rep,exp_rep,loc_rep,fruit_type,subsample,nFlies,fly_type,library_type,sampling_strategy,seq_platform,set,collector,SRA_Accession,reference,SequencingId,low_qual,DIN,DNA_result,DNA_Status,library_result,totalreads,SimCont.Norm,pcrdup,pNpS,private,Cov,Miss,Recommendation,collapsedSamples,N,cluster1.0,cluster2.0_k4,cluster2.0_k5,cluster2.0_k8,fruit_type_curated
DE_Bad_Bro_1_2014-06-26,DE_Bro_14_14,DE_Bad_Bro,48.218024,7.819513,Europe,Germany,Broggingen,Baden-Wurttemberg,26,26,6,6,2014,177,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Fabian_Staubach,SRR5647762,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00774341042049401,0.045749,0.360072703975041,4.11220269073054,73.5925319799264,0.0273217042469315,Pass,NA,NA,2,3,2,7,NA
DE_Bad_Bro_1_2014-10-15,DE_Bro_14_15,DE_Bad_Bro,48.218024,7.819513,Europe,Germany,Broggingen,Baden-Wurttemberg,15,15,10,10,2014,288,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Fabian_Staubach,SRR5647761,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00756594375952404,0.039736,0.35680170815306,4.11451090484887,56.8040568656552,0.0284791773738997,Pass,NA,NA,2,3,2,7,NA
DE_Bad_Bro_1_2015-06-30,DE_Bro_15_53,DE_Bad_Bro,48.218,7.82,Europe,Germany,Broggingen,Baden-Wurttemberg,30,30,6,6,2015,181,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Fabian_Staubach,SRR8439148,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00807664954362168,0.201164,0.396039321840718,4.13094456804468,68.840875315344,0.00561507927841621,Pass,NA,NA,2,3,2,7,NA
DE_Bad_Bro_1_2015-10-25,DE_Bro_15_54,DE_Bad_Bro,48.218,7.82,Europe,Germany,Broggingen,Baden-Wurttemberg,25,25,10,10,2015,298,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Fabian_Staubach,SRR8439144,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00804569921470661,0.183105,0.402392475189276,4.16405529189345,75.4249868433054,0.0049676708292021,Pass,NA,NA,2,3,2,7,NA
DE_Bad_Bro_1_2016-07-24,DE_Bro_16_10,DE_Bad_Bro,48.218024,7.819513,Europe,Germany,Broggingen,Baden-Wurttemberg,24,24,7,7,2016,206,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Fabian_Staubach,SRR8494434,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00811386838518961,0.156685,0.357838263457471,4.29047981333067,62.2353798177433,0.0396336269966411,Pass,NA,NA,2,3,2,7,NA
DE_Bad_Bro_1_2016-10-23,DE_Bro_16_11,DE_Bad_Bro,48.218024,7.819513,Europe,Germany,Broggingen,Baden-Wurttemberg,23,23,10,10,2016,297,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Fabian_Staubach,SRR8494452,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00795616572815647,0.163114,0.361136836850644,4.33645973384853,64.1615881951031,0.0481931043720454,Pass,NA,NA,2,3,2,7,NA
DE_Bad_Bro_1_2017-06-27,NA,DE_Bad_Bro,48.217898,7.819194,Europe,Germany,Broggingen,Baden-Wurttemberg,27,27,6,6,2017,178,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Fabian Staubach,NA,NA,DrosEu-191,FALSE,7,Pass,NA,Pass,NA,0.00758342508637472,0.301202,0.34309610659178,3.97460379208703,36.4017701645331,0.0121357538838441,Pass,NA,NA,2,3,2,7,Apple
DE_Bad_Bro_1_2018-06-26,NA,DE_Bad_Bro,48.217898,7.819194,Europe,Germany,Broggingen,Baden-Wurttemberg,26,26,6,6,2018,177,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Fabian Staubach,NA,NA,DrosEu-192,FALSE,7.9,Pass,NA,Pass,NA,0.00762398922781919,0.267358,0.369385324264176,3.9216864754836,46.0964740445768,0.00356657023483844,Pass,NA,NA,3,2,1,8,Apple
DE_Bad_Bro_1_2019-07-03,NA,DE_Bad_Bro,48.217898,7.819194,Europe,Germany,Broggingen,Baden-Wurttemberg,3,3,7,7,2019,184,TRUE,NA,BR-1,TR-1,NA,NA,NA,1,39,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Fabian Staubach,NA,NA,DrosEu-193,FALSE,7.2,Pass,NA,Pass,89887996,0.00770970290097622,0.310869,0.354230724093416,3.79518458968242,48.0757899700384,0.00577571810651956,Pass,NA,NA,3,2,1,8,NA
DE_Bad_Bro_1_2020-07-16,NA,DE_Bad_Bro,48.217898,7.819194,Europe,Germany,Broggingen,Baden-Wurttemberg,16,16,7,7,2020,198,TRUE,NA,BR-1,TR-1,NA,NA,NA,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Fabian Staubach,NA,NA,DrosEu-194,FALSE,5.2,Fail,DIN,Fail,74968532,0.557997188308438,0.538439,0.302112529139115,3.98362628712453,12.4758227272022,0.0306582357974165,High Contamination,NA,NA,NA,NA,NA,NA,NA
DE_Bad_Bro_1_2020-10-24,NA,DE_Bad_Bro,48.217898,7.819194,Europe,Germany,Broggingen,Baden-Wurttemberg,24,24,10,10,2020,298,TRUE,NA,BR-1,TR-1,NA,NA,NA,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Fabian Staubach,NA,NA,DrosEu-195,FALSE,5.2,Fail,DIN,Pass,NA,0.589688377527769,0.524357,0.30139558345477,3.96529579581166,12.0168177693951,0.0489822244158401,High Contamination,NA,NA,NA,NA,NA,NA,NA
DE_Bad_Bro_1_2021-07-21,NA,DE_Bad_Bro,48.217898,7.819194,Europe,Germany,Broggingen,Baden-Wurttemberg,12,31,7,7,2021,202,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Fabian Staubach,NA,NA,DrosEu-189,FALSE,6.6,Hold,DIN,Pass,63388486,0.00767816682750533,0.261051,0.354869744859527,3.99812850712827,37.4821934739296,0.00421786119349311,Pass,NA,NA,2,3,2,7,NA
DE_Bad_Bro_1_2021-10-20,NA,DE_Bad_Bro,48.217898,7.819194,Europe,Germany,Broggingen,Baden-Wurttemberg,17,23,10,10,2021,293,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Fabian Staubach,NA,NA,DrosEu-190,FALSE,8.1,Pass,NA,Pass,67582736,0.0419247186434834,0.451096,0.387925457973767,4.22453306260609,54.2479266521175,0.00507492515249769,Pass,NA,NA,2,3,2,7,NA
DE_Bad_Wal_1_2019-10-02,NA,DE_Bad_Wal,47.622135,8.217058,Europe,Germany,Waldshut,Baden-Wurttemberg,2,2,10,10,2019,275,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Christian Feller,NA,NA,DrosEu-171,FALSE,6,Hold,DIN,Pass,NA,0.0352075030062234,0.415986,0.35319728101583,4.27367246194261,33.2161983599928,0.00392764361281092,Pass,NA,NA,2,3,2,7,Apple
DE_Bad_Wal_1_2020-10-02,NA,DE_Bad_Wal,47.622135,8.217058,Europe,Germany,Waldshut,Baden-Wurttemberg,2,2,10,10,2020,276,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,20,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Christian Feller,NA,NA,DrosEu-117,FALSE,5.7,Fail,DIN,Fail,79008710,0.305681319627877,0.423951,0.329486705359367,4.05399986069307,24.3833375543321,0.00928987446391038,High Contamination,NA,NA,NA,NA,NA,NA,Apple
DE_Bay_Mun_1_2014-06-19,DE_Mun_14_31,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,19,19,6,6,2014,170,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild_caught_and_F1,pooled,NA,NextSeq 500,DrosEU,John_Parsch,SRR5647744,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0078616921985107,0.050846,0.34402319988683,3.9804578922761,47.7022667018211,0.0373167394879844,Pass,NA,NA,2,3,2,2,NA
DE_Bay_Mun_1_2014-09-03,DE_Mun_14_32,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,3,3,9,9,2014,246,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild_caught_and_F1,pooled,NA,NextSeq 500,DrosEU,John_Parsch,SRR5647745,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00927343214460427,0.064183,0.473473758875112,4.85784490279202,43.9274069772893,0.0371614391103618,Pass,NA,NA,2,3,2,2,NA
DE_Bay_Mun_1_2015-06-01,DE_Mun_15_45,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,1,1,6,6,2015,152,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild_caught_and_F1,pooled,NA,HiSeq X Ten,DrosEU,Eliza_Argyridou,SRR8439125,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00842722318641685,0.236637,0.377107850361045,4.07602114178355,59.7256684209826,0.0158076371872578,Pass,NA,NA,2,3,2,2,NA
DE_Bay_Mun_1_2015-09-01,DE_Mun_15_46,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,1,1,9,9,2015,244,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild_caught_and_F1,pooled,NA,HiSeq X Ten,DrosEU,Eliza_Argyridou,SRR8439124,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00845564918743539,0.152676,0.388789660930807,4.13065534902203,67.6403281547405,0.0109593535233531,Pass,NA,NA,2,3,2,2,NA
DE_Bay_Mun_1_2016-06-25,DE_Mun_16_12,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,25,25,6,6,2016,177,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild_caught_and_F1,pooled,NA,HiSeq X Ten,DrosEU,John_Parsch,SRR8494451,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00813060653080789,0.163226,0.36143136472727,4.31494108669298,63.8658915466187,0.0511865191507205,Pass,NA,NA,2,3,2,2,NA
DE_Bay_Mun_1_2016-09-01,DE_Mun_16_13,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,1,1,9,9,2016,245,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild_caught_and_F1,pooled,NA,HiSeq X Ten,DrosEU,John_Parsch,SRR8494454,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00852797647057388,0.176412,0.370294867587286,4.41116497375519,67.4475252404375,0.040877971272342,Pass,NA,NA,2,3,2,2,NA
DE_Bay_Mun_1_2017-06-20,NA,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,20,20,6,6,2017,171,TRUE,NA,BR-1,TR-1,NA,NA,Apple+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,John Parsch,NA,NA,DrosEu-231,FALSE,4.8,Fail,DIN,Fail,79023794,0.0084324441177931,0.554508,0.365742045439296,4.26969969738437,51.0094375286174,0.0153368829175894,Pass,NA,NA,2,3,2,2,Apple_Yeast
DE_Bay_Mun_1_2017-09-03,NA,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,3,3,9,9,2017,246,TRUE,NA,BR-1,TR-1,NA,NA,Apple+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,John Parsch,NA,NA,DrosEu-232,FALSE,5.8,Fail,DIN,Pass,NA,0.0089557675791721,0.595521,0.361882088013457,4.09753494721728,46.1030482293255,0.00618483753881903,Pass,NA,NA,2,3,2,2,Apple_Yeast
DE_Bay_Mun_1_2018-06-25,NA,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,25,25,6,6,2018,176,TRUE,NA,BR-1,TR-1,NA,NA,Apple+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,John Parsch,NA,NA,DrosEu-144,TRUE,3.9,Fail,DIN,No sequencing,NA,0.00820164708861681,0.446699,0.328208534491138,3.86057755124442,21.9908037002629,0.0178998244620419,Pass,NA,NA,2,3,2,2,Apple_Yeast
DE_Bay_Mun_1_2018-09-09,NA,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,9,9,9,9,2018,252,TRUE,NA,BR-1,TR-1,NA,NA,Apple+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,John Parsch,NA,NA,DrosEu-145,FALSE,5.7,Fail,DIN,Fail,82710116,0.034479742850596,0.607776,0.357724519860323,4.16178711874552,45.92288370483,0.01018188100788,Pass,NA,NA,2,3,2,2,Apple_Yeast
DE_Bay_Mun_1_2019-06-22,NA,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,22,22,6,6,2019,173,TRUE,NA,BR-1,TR-1,NA,NA,Apple+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Jonh Parsch,NA,NA,DrosEu-91,FALSE,6.6,Hold,DIN,Pass,60137378,0.00778366489445892,0.224138,0.362671882408724,3.97428135887783,37.8751890860734,0.00222322196840317,Pass,NA,NA,2,3,2,2,Apple_Yeast
DE_Bay_Mun_1_2019-09-02,NA,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,2,2,9,9,2019,245,TRUE,NA,BR-1,TR-1,NA,NA,Apple+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Jonh Parsch,NA,NA,DrosEu-94,FALSE,6.8,Hold,DIN,Pass,70308422,0.00792886470123722,0.228865,0.375443398998187,3.99166900737995,42.9667871724539,0.00176508585441657,Pass,NA,NA,2,3,2,2,Apple_Yeast
DE_Bay_Mun_1_2020-06-25,NA,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,25,25,6,6,2020,177,TRUE,NA,BR-1,TR-1,NA,NA,Apple+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,John Parsch,NA,NA,DrosEu-92,TRUE,2.8,Fail,DIN,No sequencing,NA,0.00854169768042217,0.476727,0.329464685919191,3.81398107563647,24.6641161261597,0.00592034158318058,Pass,NA,NA,2,3,2,2,Apple_Yeast
DE_Bay_Mun_1_2020-09-05,NA,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,5,5,9,9,2020,249,TRUE,NA,BR-1,TR-1,NA,NA,Apple+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,John Parsch,NA,NA,DrosEu-95,FALSE,6.8,Hold,DIN,Pass,62311364,0.0090328467911884,0.208469,0.371753756693379,4.01782603803042,39.5460880117737,0.00181022002666313,Pass,NA,NA,2,3,2,2,Apple_Yeast
DE_Bay_Mun_1_2021-06-25,NA,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,25,25,6,6,2021,176,TRUE,NA,BR-1,TR-1,NA,NA,Apple+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,John Parsch,NA,NA,DrosEu-93,FALSE,5.2,Fail,DIN,Pass,NA,0.00790066698588559,0.395594,0.354884305308345,3.89442683796419,34.7730606272428,0.00300845950275731,Pass,NA,NA,2,3,2,2,Apple_Yeast
DE_Bay_Mun_1_2021-09-04,NA,DE_Bay_Mun,48.18,11.61,Europe,Germany,Munich,Bayern,4,4,9,9,2021,247,TRUE,NA,BR-1,TR-1,NA,NA,Apple+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,John Parsch,NA,NA,DrosEu-96,TRUE,4.5,Fail,DIN,No sequencing,NA,0.00817109380624393,0.403549,0.332040159121046,3.76596642478571,28.3513445680155,0.00610476078160739,Pass,NA,NA,2,3,2,2,Apple_Yeast
DE_Bay_Wue_1_2020-07-18,NA,DE_Bay_Wue,49.780082,9.974293,Europe,Germany,Wuerzburg,Bayern,8,29,7,7,2020,200,FALSE,NA,BR-1,TR-1,NA,NA,Apples + yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Christian Wegener; Susanne Kluhspies,NA,NA,DrosEu-105,FALSE,6.2,Hold,DIN,Pass,68017570,0.00903037191035201,0.461945,0.36168348752453,4.10250230918545,46.4835958919683,0.00750100823917035,Pass,NA,NA,2,3,2,2,Apple_Yeast
DE_Bay_Wue_1_2020-09-23,NA,DE_Bay_Wue,49.778659,9.975929,Europe,Germany,Wuerzburg,Bayern,23,23,9,9,2020,267,TRUE,NA,BR-1,TR-1,NA,NA,Grapes,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Christian Wegener; Susanne Kluhspies,NA,NA,DrosEu-106,FALSE,6.4,Hold,DIN,Pass,67361446,0.0123483934486329,0.223003,0.356028033364864,3.95846831836694,41.975541569108,0.00321762969886771,Pass,NA,NA,2,3,2,7,Grape
DE_Bay_Wue_1_2021-07-27,NA,DE_Bay_Wue,49.778659,9.975929,Europe,Germany,Wuerzburg,Bayern,20,4,7,8,2021,208,FALSE,NA,BR-1,TR-1,NA,NA,Apples + yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Christian Wegener; Susanne Kluhspies,NA,NA,DrosEu-49,FALSE,5,Fail,DIN,Pass,NA,0.106226011799723,0.301719,0.308317650522974,4.67476013027523,27.7341039416532,0.00759273252470368,Pass,NA,NA,2,3,2,2,Apple_Yeast
DE_Bay_Wue_1_2021-10-18,NA,DE_Bay_Wue,49.780082,9.974293,Europe,Germany,Wuerzburg,Bayern,18,18,10,10,2021,291,TRUE,NA,BR-1,TR-1,NA,NA,Grapes,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Christian Wegener; Susanne Kluhspies,NA,NA,DrosEu-48,FALSE,6.7,Hold,DIN,Pass,NA,0.0600377504694232,0.202745,0.361416070007955,4.00069431586635,43.5377548458799,0.00438626504047759,Pass,NA,NA,2,3,2,2,Grape
DE_Bra_Ber_1_2021-07-24,NA,DE_Bra_Ber,52.69907,13.07596,Europe,Germany,Berlin,Brandenburg,24,24,7,7,2021,205,TRUE,NA,BR-1,TR-1,NA,Oberkramer - SL Gartenbau,Banana+Yeast; Apple+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Bengisu Subasi,NA,NA,DrosEu-78,FALSE,6.7,Hold,DIN,Pass,68601750,0.798599100186541,0.221761,0.285605467730996,3.97099736557249,9.04259140578734,0.102638019570759,High Contamination,NA,NA,NA,NA,NA,NA,Apple_Banana_Yeast
DE_Bra_Ber_2_2021-07-24,NA,DE_Bra_Ber,52.38012,12.86791,Europe,Germany,Berlin,Brandenburg,24,24,7,7,2021,205,TRUE,NA,BR-1,TR-1,NA,Obsthof Lindecke,Banana+Yeast; Apple+Yeast,2,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Bengisu Subasi,NA,NA,DrosEu-97,FALSE,6.5,Hold,DIN,Pass,NA,0.0370692000231979,0.259126,0.365310664380313,4.02098244291842,45.5271231615231,0.00289683735634108,Pass,NA,NA,2,3,2,7,Apple_Banana_Yeast
DK_Mid_Kar_1_2014-09-01,DK_Kar_14_39,DK_Mid_Kar,55.945128,10.212586,Europe,Denmark,Karensminde,Midtjylland,1,1,9,9,2014,244,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Mads_Fristrup_Schou,SRR5647772,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00842591897965553,0.074359,0.432219742242062,4.6915411940154,47.3553648268182,0.0395273433007057,Pass,NA,NA,2,3,2,7,NA
DK_Mid_Kar_1_2014-11-25,DK_Kar_14_41,DK_Mid_Kar,55.945128,10.212586,Europe,Denmark,Karensminde,Midtjylland,25,25,11,11,2014,329,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Mads_Fristrup_Schou,SRR5647771,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00825113407515521,0.05262,0.43727253898275,4.69887444903853,39.6436877978471,0.0437427779257984,Pass,NA,NA,2,3,2,7,NA
DK_Mid_Kar_1_2016-06-08,DK_Kar_16_2,DK_Mid_Kar,55.945128,10.212586,Europe,Denmark,Karensminde,Midtjylland,8,8,6,6,2016,160,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Mads_Fristrup_Schou,SRR8494440,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00829111809905314,0.183906,0.338033197917989,4.22914407968993,74.7780138369071,0.0540581201956979,Pass,NA,NA,2,3,2,2,NA
DK_Mid_Kar_1_2016-09-15,DK_Kar_16_3,DK_Mid_Kar,55.945128,10.212586,Europe,Denmark,Karensminde,Midtjylland,15,15,9,9,2016,259,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Mads_Fristrup_Schou,SRR8494438,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00820200154969808,0.181534,0.351479618230756,4.25854150711846,67.5722144004302,0.039660319249045,Pass,NA,NA,2,3,2,7,NA
DK_Mid_Kar_1_2016-11-22,DK_Kar_16_4,DK_Mid_Kar,55.945128,10.212586,Europe,Denmark,Karensminde,Midtjylland,22,22,11,11,2016,327,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Mads_Fristrup_Schou,SRR8494437,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00824591095852124,0.188415,0.353051616682783,4.29440008490981,77.9446512021207,0.0472739202619917,Pass,NA,NA,2,3,2,7,NA
DK_Mid_Kar_1_2017-08-08,NA,DK_Mid_Kar,55.945128,10.212586,Europe,Denmark,Karensminde,Midtjylland,8,8,8,8,2017,220,TRUE,NA,BR-1,TR-1,NA,NA,NA,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Mads F. Schou,NA,NA,DrosEu-234,FALSE,6.5,Hold,DIN,Pass,NA,0.00764584066478699,0.263638,0.368506930814996,4.03043779262705,45.9077848223144,0.00450759346049522,Pass,NA,NA,2,3,2,7,NA
DK_Mid_Kar_1_2018-06-30,NA,DK_Mid_Kar,55.945128,10.212586,Europe,Denmark,Karensminde,Midtjylland,26,4,6,7,2018,181,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,39,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Trine Bech Sogaard,NA,NA,DrosEu-174,FALSE,6.2,Hold,DIN,Pass,NA,0.0320232391423851,0.335528,0.358322058890595,4.02771646220899,42.7338211688157,0.00470511612828394,Pass,NA,NA,2,3,2,2,NA
DK_Mid_Kar_1_2018-10-05,NA,DK_Mid_Kar,55.945128,10.212586,Europe,Denmark,Karensminde,Midtjylland,5,5,10,10,2018,278,TRUE,NA,BR-1,TR-1,NA,NA,NA,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Mads F. Schou,NA,NA,DrosEu-175,FALSE,6.4,Hold,DIN,Pass,NA,0.00771385015449541,0.327126,0.358842891505254,3.93525528178405,38.4086892305771,0.00503561474441198,Pass,NA,NA,2,3,2,7,NA
DK_Mid_Kar_1_2019-07-09,NA,DK_Mid_Kar,55.945128,10.212586,Europe,Denmark,Karensminde,Midtjylland,9,9,7,7,2019,190,TRUE,NA,BR-1,TR-1,NA,NA,NA,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Trine Bech Sogaard,NA,NA,DrosEu-168,FALSE,6.7,Hold,DIN,Pass,NA,0.00782541533172106,0.345075,0.363681053976993,3.9992175655301,36.6687189989488,0.00328169110463703,Pass,NA,NA,2,3,2,7,NA
DK_Mid_Kar_1_2019-10-01,NA,DK_Mid_Kar,55.945128,10.212586,Europe,Denmark,Karensminde,Midtjylland,1,1,10,10,2019,274,TRUE,NA,BR-1,TR-1,NA,NA,NA,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Mads F. Schou,NA,NA,DrosEu-237,FALSE,6.5,Hold,DIN,Pass,70108250,0.00763500910973194,0.265832,0.356136775017873,3.83384804953115,42.2206463105345,0.00666626870944901,Pass,NA,NA,2,3,2,2,NA
DK_Mid_Kar_1_2020-07-31,NA,DK_Mid_Kar,55.945128,10.212586,Europe,Denmark,Karensminde,Midtjylland,31,31,7,7,2020,213,TRUE,NA,BR-1,TR-1,NA,NA,?,1,35,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Jesper G. Sorensen,NA,NA,DrosEu-114,FALSE,6.7,Hold,DIN,Pass,60865696,0.00752490724119983,0.211986,0.359251849157269,3.93444794894897,38.7563321235507,0.00339040136897283,Pass,NA,NA,2,3,2,7,NA
DK_Mid_Kar_1_2020-10-31,NA,DK_Mid_Kar,55.945128,10.212586,Europe,Denmark,Karensminde,Midtjylland,31,31,10,10,2020,305,TRUE,NA,BR-1,TR-1,NA,NA,?,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Jesper G. Sorensen,NA,NA,DrosEu-115,FALSE,6,Hold,DIN,Pass,NA,0.00763414915389952,0.283003,0.352891545589749,3.98159211721408,43.5733474867776,0.00743500557868075,Pass,NA,NA,2,3,2,7,NA
EC_Pic_Con_1_2019-06-26,NA,EC_Pic_Con,-0.288806,-78.494472,South_America,Ecuador,Conocotoco,Pichincha,22,30,6,6,2019,177,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,40,NA,NA,NA,NovaSeq6000,DrosEU_3_sa,Doris Vela,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00799174794709313,0.114119,0.337442805316678,4.29699407667021,59.3283205871086,0.0321311628164306,Pass,NA,NA,4,4,3,4,NA
EG_Al_Cai_1_2011-01-16,EG,EG_Al_Cai,30.1,31.32,Africa,Egypt,Cairo,Al Qahirah,1,31,1,1,2011,16,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,29,NA,inbred_line,NA,NA,dgn,R._Corbett-Detig,NA,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pass,NA,NA,2,3,2,7,NA
